""	"submission_name"	"submission_date"	"template_name"	"tissue_type"	"response_agent"	"response_behavior_type"	"response_behavior"	"subgroup"	"time_point"	"time_point_units"	"vaccine_year"	"exposure_material_text"	"exposure_material"	"additional_exposure_material"	"comparison"	"baseline_time"	"cohort"	"publication_reference"	"publication_year"	"publication_reference_url"	"subObsID"	"uniqObsID"	"response_agent_original"	"target_pathogen_1"	"target_pathogen_2"	"target_pathogen_3"	"signature_file"	"complete_signature_file"
""	"20151203-hipciof_gene_25706537"	"2015.12.03"	"hipciof_gene_38"	"monocyte"	"CD40"	"gene expression"	"down"	"none"	"7"	"Days"	"2011"	"2011–2012 trivalent inactivated vaccine (A/California/7/09 (H1N1), A/Perth /16/2009 (H3N2), B/Brisbane/60/2008)"	"VO_0004810"	""	"7d-0d"	"time of vaccination (first dose)"	"adults"	"25706537"	"2015"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=25706537"	"39"	"350"	"CD40"	"Influenza A virus (A/California/7/2009(H1N1))"	"Influenza A virus (A/Perth/16/2009(H3N2))"	"Influenza B virus (B/Brisbane/60/2008)"	"hipciof_gene_25706537_350.txt"	"hipciof_gene_complete_25706537_350.txt"
""	"20151203-hipciof_gene_25706537"	"2015.12.03"	"hipciof_gene_38"	"monocyte"	"SIK1"	"gene expression"	"down"	"none"	"7"	"Days"	"2011"	"2011–2012 trivalent inactivated vaccine (A/California/7/09 (H1N1), A/Perth /16/2009 (H3N2), B/Brisbane/60/2008)"	"VO_0004810"	""	"7d-0d"	"time of vaccination (first dose)"	"adults"	"25706537"	"2015"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=25706537"	"39"	"350"	"SIK1"	"Influenza A virus (A/California/7/2009(H1N1))"	"Influenza A virus (A/Perth/16/2009(H3N2))"	"Influenza B virus (B/Brisbane/60/2008)"	"hipciof_gene_25706537_350.txt"	"hipciof_gene_complete_25706537_350.txt"
""	"20151203-hipciof_gene_25706537"	"2015.12.03"	"hipciof_gene_38"	"monocyte"	"KLHDC7B"	"gene expression"	"down"	"none"	"7"	"Days"	"2011"	"2011–2012 trivalent inactivated vaccine (A/California/7/09 (H1N1), A/Perth /16/2009 (H3N2), B/Brisbane/60/2008)"	"VO_0004810"	""	"7d-0d"	"time of vaccination (first dose)"	"adults"	"25706537"	"2015"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=25706537"	"39"	"350"	"KLHDC7B"	"Influenza A virus (A/California/7/2009(H1N1))"	"Influenza A virus (A/Perth/16/2009(H3N2))"	"Influenza B virus (B/Brisbane/60/2008)"	"hipciof_gene_25706537_350.txt"	"hipciof_gene_complete_25706537_350.txt"
""	"20151203-hipciof_gene_25706537"	"2015.12.03"	"hipciof_gene_38"	"neutrophil"	"PADI4"	"gene expression"	"down"	"none"	"1"	"Days"	"2011"	"2011–2012 trivalent inactivated vaccine (A/California/7/09 (H1N1), A/Perth /16/2009 (H3N2), B/Brisbane/60/2008)"	"VO_0004810"	""	"1d-0d"	"time of vaccination (first dose)"	"adults"	"25706537"	"2015"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=25706537"	"40"	"351"	"PADI4"	"Influenza A virus (A/California/7/2009(H1N1))"	"Influenza A virus (A/Perth/16/2009(H3N2))"	"Influenza B virus (B/Brisbane/60/2008)"	"hipciof_gene_25706537_351.txt"	"hipciof_gene_complete_25706537_351.txt"
""	"20151203-hipciof_gene_25706537"	"2015.12.03"	"hipciof_gene_38"	"neutrophil"	"TMEM39B"	"gene expression"	"down"	"none"	"1"	"Days"	"2011"	"2011–2012 trivalent inactivated vaccine (A/California/7/09 (H1N1), A/Perth /16/2009 (H3N2), B/Brisbane/60/2008)"	"VO_0004810"	""	"1d-0d"	"time of vaccination (first dose)"	"adults"	"25706537"	"2015"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=25706537"	"40"	"351"	"TMEM39B"	"Influenza A virus (A/California/7/2009(H1N1))"	"Influenza A virus (A/Perth/16/2009(H3N2))"	"Influenza B virus (B/Brisbane/60/2008)"	"hipciof_gene_25706537_351.txt"	"hipciof_gene_complete_25706537_351.txt"
""	"20151203-hipciof_gene_25706537"	"2015.12.03"	"hipciof_gene_38"	"neutrophil"	"PTPN22"	"gene expression"	"down"	"none"	"1"	"Days"	"2011"	"2011–2012 trivalent inactivated vaccine (A/California/7/09 (H1N1), A/Perth /16/2009 (H3N2), B/Brisbane/60/2008)"	"VO_0004810"	""	"1d-0d"	"time of vaccination (first dose)"	"adults"	"25706537"	"2015"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=25706537"	"40"	"351"	"PTPN22"	"Influenza A virus (A/California/7/2009(H1N1))"	"Influenza A virus (A/Perth/16/2009(H3N2))"	"Influenza B virus (B/Brisbane/60/2008)"	"hipciof_gene_25706537_351.txt"	"hipciof_gene_complete_25706537_351.txt"
""	"20151203-hipciof_gene_25706537"	"2015.12.03"	"hipciof_gene_38"	"neutrophil"	"ITPKB-IT1"	"gene expression"	"down"	"none"	"1"	"Days"	"2011"	"2011–2012 trivalent inactivated vaccine (A/California/7/09 (H1N1), A/Perth /16/2009 (H3N2), B/Brisbane/60/2008)"	"VO_0004810"	""	"1d-0d"	"time of vaccination (first dose)"	"adults"	"25706537"	"2015"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=25706537"	"40"	"351"	"ITPKB-IT1"	"Influenza A virus (A/California/7/2009(H1N1))"	"Influenza A virus (A/Perth/16/2009(H3N2))"	"Influenza B virus (B/Brisbane/60/2008)"	"hipciof_gene_25706537_351.txt"	"hipciof_gene_complete_25706537_351.txt"
""	"20151203-hipciof_gene_25706537"	"2015.12.03"	"hipciof_gene_38"	"neutrophil"	"COA6"	"gene expression"	"down"	"none"	"1"	"Days"	"2011"	"2011–2012 trivalent inactivated vaccine (A/California/7/09 (H1N1), A/Perth /16/2009 (H3N2), B/Brisbane/60/2008)"	"VO_0004810"	""	"1d-0d"	"time of vaccination (first dose)"	"adults"	"25706537"	"2015"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=25706537"	"40"	"351"	"C1orf31"	"Influenza A virus (A/California/7/2009(H1N1))"	"Influenza A virus (A/Perth/16/2009(H3N2))"	"Influenza B virus (B/Brisbane/60/2008)"	"hipciof_gene_25706537_351.txt"	"hipciof_gene_complete_25706537_351.txt"
""	"20151203-hipciof_gene_25706537"	"2015.12.03"	"hipciof_gene_38"	"neutrophil"	"EDARADD"	"gene expression"	"down"	"none"	"1"	"Days"	"2011"	"2011–2012 trivalent inactivated vaccine (A/California/7/09 (H1N1), A/Perth /16/2009 (H3N2), B/Brisbane/60/2008)"	"VO_0004810"	""	"1d-0d"	"time of vaccination (first dose)"	"adults"	"25706537"	"2015"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=25706537"	"40"	"351"	"EDARADD"	"Influenza A virus (A/California/7/2009(H1N1))"	"Influenza A virus (A/Perth/16/2009(H3N2))"	"Influenza B virus (B/Brisbane/60/2008)"	"hipciof_gene_25706537_351.txt"	"hipciof_gene_complete_25706537_351.txt"
""	"20151203-hipciof_gene_25706537"	"2015.12.03"	"hipciof_gene_38"	"neutrophil"	"GALNT14"	"gene expression"	"down"	"none"	"1"	"Days"	"2011"	"2011–2012 trivalent inactivated vaccine (A/California/7/09 (H1N1), A/Perth /16/2009 (H3N2), B/Brisbane/60/2008)"	"VO_0004810"	""	"1d-0d"	"time of vaccination (first dose)"	"adults"	"25706537"	"2015"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=25706537"	"40"	"351"	"GALNT14"	"Influenza A virus (A/California/7/2009(H1N1))"	"Influenza A virus (A/Perth/16/2009(H3N2))"	"Influenza B virus (B/Brisbane/60/2008)"	"hipciof_gene_25706537_351.txt"	"hipciof_gene_complete_25706537_351.txt"
""	"20151203-hipciof_gene_25706537"	"2015.12.03"	"hipciof_gene_38"	"neutrophil"	"HSPE1"	"gene expression"	"down"	"none"	"1"	"Days"	"2011"	"2011–2012 trivalent inactivated vaccine (A/California/7/09 (H1N1), A/Perth /16/2009 (H3N2), B/Brisbane/60/2008)"	"VO_0004810"	""	"1d-0d"	"time of vaccination (first dose)"	"adults"	"25706537"	"2015"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=25706537"	"40"	"351"	"HSPE1"	"Influenza A virus (A/California/7/2009(H1N1))"	"Influenza A virus (A/Perth/16/2009(H3N2))"	"Influenza B virus (B/Brisbane/60/2008)"	"hipciof_gene_25706537_351.txt"	"hipciof_gene_complete_25706537_351.txt"
""	"20151203-hipciof_gene_25706537"	"2015.12.03"	"hipciof_gene_38"	"neutrophil"	"CMTM8"	"gene expression"	"down"	"none"	"1"	"Days"	"2011"	"2011–2012 trivalent inactivated vaccine (A/California/7/09 (H1N1), A/Perth /16/2009 (H3N2), B/Brisbane/60/2008)"	"VO_0004810"	""	"1d-0d"	"time of vaccination (first dose)"	"adults"	"25706537"	"2015"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=25706537"	"40"	"351"	"CMTM8"	"Influenza A virus (A/California/7/2009(H1N1))"	"Influenza A virus (A/Perth/16/2009(H3N2))"	"Influenza B virus (B/Brisbane/60/2008)"	"hipciof_gene_25706537_351.txt"	"hipciof_gene_complete_25706537_351.txt"
""	"20151203-hipciof_gene_25706537"	"2015.12.03"	"hipciof_gene_38"	"neutrophil"	"ARIH2OS"	"gene expression"	"down"	"none"	"1"	"Days"	"2011"	"2011–2012 trivalent inactivated vaccine (A/California/7/09 (H1N1), A/Perth /16/2009 (H3N2), B/Brisbane/60/2008)"	"VO_0004810"	""	"1d-0d"	"time of vaccination (first dose)"	"adults"	"25706537"	"2015"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=25706537"	"40"	"351"	"ARIH2OS"	"Influenza A virus (A/California/7/2009(H1N1))"	"Influenza A virus (A/Perth/16/2009(H3N2))"	"Influenza B virus (B/Brisbane/60/2008)"	"hipciof_gene_25706537_351.txt"	"hipciof_gene_complete_25706537_351.txt"
""	"20151203-hipciof_gene_25706537"	"2015.12.03"	"hipciof_gene_38"	"neutrophil"	"ACAD9"	"gene expression"	"down"	"none"	"1"	"Days"	"2011"	"2011–2012 trivalent inactivated vaccine (A/California/7/09 (H1N1), A/Perth /16/2009 (H3N2), B/Brisbane/60/2008)"	"VO_0004810"	""	"1d-0d"	"time of vaccination (first dose)"	"adults"	"25706537"	"2015"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=25706537"	"40"	"351"	"ACAD9"	"Influenza A virus (A/California/7/2009(H1N1))"	"Influenza A virus (A/Perth/16/2009(H3N2))"	"Influenza B virus (B/Brisbane/60/2008)"	"hipciof_gene_25706537_351.txt"	"hipciof_gene_complete_25706537_351.txt"
""	"20151203-hipciof_gene_25706537"	"2015.12.03"	"hipciof_gene_38"	"neutrophil"	"ABCC5"	"gene expression"	"down"	"none"	"1"	"Days"	"2011"	"2011–2012 trivalent inactivated vaccine (A/California/7/09 (H1N1), A/Perth /16/2009 (H3N2), B/Brisbane/60/2008)"	"VO_0004810"	""	"1d-0d"	"time of vaccination (first dose)"	"adults"	"25706537"	"2015"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=25706537"	"40"	"351"	"ABCC5"	"Influenza A virus (A/California/7/2009(H1N1))"	"Influenza A virus (A/Perth/16/2009(H3N2))"	"Influenza B virus (B/Brisbane/60/2008)"	"hipciof_gene_25706537_351.txt"	"hipciof_gene_complete_25706537_351.txt"
""	"20151203-hipciof_gene_25706537"	"2015.12.03"	"hipciof_gene_38"	"neutrophil"	"DGKG"	"gene expression"	"down"	"none"	"1"	"Days"	"2011"	"2011–2012 trivalent inactivated vaccine (A/California/7/09 (H1N1), A/Perth /16/2009 (H3N2), B/Brisbane/60/2008)"	"VO_0004810"	""	"1d-0d"	"time of vaccination (first dose)"	"adults"	"25706537"	"2015"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=25706537"	"40"	"351"	"DGKG"	"Influenza A virus (A/California/7/2009(H1N1))"	"Influenza A virus (A/Perth/16/2009(H3N2))"	"Influenza B virus (B/Brisbane/60/2008)"	"hipciof_gene_25706537_351.txt"	"hipciof_gene_complete_25706537_351.txt"
""	"20151203-hipciof_gene_25706537"	"2015.12.03"	"hipciof_gene_38"	"neutrophil"	"PF4V1"	"gene expression"	"down"	"none"	"1"	"Days"	"2011"	"2011–2012 trivalent inactivated vaccine (A/California/7/09 (H1N1), A/Perth /16/2009 (H3N2), B/Brisbane/60/2008)"	"VO_0004810"	""	"1d-0d"	"time of vaccination (first dose)"	"adults"	"25706537"	"2015"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=25706537"	"40"	"351"	"PF4V1"	"Influenza A virus (A/California/7/2009(H1N1))"	"Influenza A virus (A/Perth/16/2009(H3N2))"	"Influenza B virus (B/Brisbane/60/2008)"	"hipciof_gene_25706537_351.txt"	"hipciof_gene_complete_25706537_351.txt"
""	"20151203-hipciof_gene_25706537"	"2015.12.03"	"hipciof_gene_38"	"neutrophil"	"SAP30"	"gene expression"	"down"	"none"	"1"	"Days"	"2011"	"2011–2012 trivalent inactivated vaccine (A/California/7/09 (H1N1), A/Perth /16/2009 (H3N2), B/Brisbane/60/2008)"	"VO_0004810"	""	"1d-0d"	"time of vaccination (first dose)"	"adults"	"25706537"	"2015"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=25706537"	"40"	"351"	"SAP30"	"Influenza A virus (A/California/7/2009(H1N1))"	"Influenza A virus (A/Perth/16/2009(H3N2))"	"Influenza B virus (B/Brisbane/60/2008)"	"hipciof_gene_25706537_351.txt"	"hipciof_gene_complete_25706537_351.txt"
""	"20151203-hipciof_gene_25706537"	"2015.12.03"	"hipciof_gene_38"	"neutrophil"	"ADAM19"	"gene expression"	"down"	"none"	"1"	"Days"	"2011"	"2011–2012 trivalent inactivated vaccine (A/California/7/09 (H1N1), A/Perth /16/2009 (H3N2), B/Brisbane/60/2008)"	"VO_0004810"	""	"1d-0d"	"time of vaccination (first dose)"	"adults"	"25706537"	"2015"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=25706537"	"40"	"351"	"ADAM19"	"Influenza A virus (A/California/7/2009(H1N1))"	"Influenza A virus (A/Perth/16/2009(H3N2))"	"Influenza B virus (B/Brisbane/60/2008)"	"hipciof_gene_25706537_351.txt"	"hipciof_gene_complete_25706537_351.txt"
""	"20151203-hipciof_gene_25706537"	"2015.12.03"	"hipciof_gene_38"	"neutrophil"	"PNPLA1"	"gene expression"	"down"	"none"	"1"	"Days"	"2011"	"2011–2012 trivalent inactivated vaccine (A/California/7/09 (H1N1), A/Perth /16/2009 (H3N2), B/Brisbane/60/2008)"	"VO_0004810"	""	"1d-0d"	"time of vaccination (first dose)"	"adults"	"25706537"	"2015"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=25706537"	"40"	"351"	"PNPLA1"	"Influenza A virus (A/California/7/2009(H1N1))"	"Influenza A virus (A/Perth/16/2009(H3N2))"	"Influenza B virus (B/Brisbane/60/2008)"	"hipciof_gene_25706537_351.txt"	"hipciof_gene_complete_25706537_351.txt"
""	"20151203-hipciof_gene_25706537"	"2015.12.03"	"hipciof_gene_38"	"neutrophil"	"CRISP3"	"gene expression"	"down"	"none"	"1"	"Days"	"2011"	"2011–2012 trivalent inactivated vaccine (A/California/7/09 (H1N1), A/Perth /16/2009 (H3N2), B/Brisbane/60/2008)"	"VO_0004810"	""	"1d-0d"	"time of vaccination (first dose)"	"adults"	"25706537"	"2015"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=25706537"	"40"	"351"	"CRISP3"	"Influenza A virus (A/California/7/2009(H1N1))"	"Influenza A virus (A/Perth/16/2009(H3N2))"	"Influenza B virus (B/Brisbane/60/2008)"	"hipciof_gene_25706537_351.txt"	"hipciof_gene_complete_25706537_351.txt"
""	"20151203-hipciof_gene_25706537"	"2015.12.03"	"hipciof_gene_38"	"neutrophil"	"NT5DC1"	"gene expression"	"down"	"none"	"1"	"Days"	"2011"	"2011–2012 trivalent inactivated vaccine (A/California/7/09 (H1N1), A/Perth /16/2009 (H3N2), B/Brisbane/60/2008)"	"VO_0004810"	""	"1d-0d"	"time of vaccination (first dose)"	"adults"	"25706537"	"2015"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=25706537"	"40"	"351"	"NT5DC1"	"Influenza A virus (A/California/7/2009(H1N1))"	"Influenza A virus (A/Perth/16/2009(H3N2))"	"Influenza B virus (B/Brisbane/60/2008)"	"hipciof_gene_25706537_351.txt"	"hipciof_gene_complete_25706537_351.txt"
""	"20151203-hipciof_gene_25706537"	"2015.12.03"	"hipciof_gene_38"	"neutrophil"	"SYTL3"	"gene expression"	"down"	"none"	"1"	"Days"	"2011"	"2011–2012 trivalent inactivated vaccine (A/California/7/09 (H1N1), A/Perth /16/2009 (H3N2), B/Brisbane/60/2008)"	"VO_0004810"	""	"1d-0d"	"time of vaccination (first dose)"	"adults"	"25706537"	"2015"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=25706537"	"40"	"351"	"SYTL3"	"Influenza A virus (A/California/7/2009(H1N1))"	"Influenza A virus (A/Perth/16/2009(H3N2))"	"Influenza B virus (B/Brisbane/60/2008)"	"hipciof_gene_25706537_351.txt"	"hipciof_gene_complete_25706537_351.txt"
""	"20151203-hipciof_gene_25706537"	"2015.12.03"	"hipciof_gene_38"	"neutrophil"	"ZNF767P"	"gene expression"	"down"	"none"	"1"	"Days"	"2011"	"2011–2012 trivalent inactivated vaccine (A/California/7/09 (H1N1), A/Perth /16/2009 (H3N2), B/Brisbane/60/2008)"	"VO_0004810"	""	"1d-0d"	"time of vaccination (first dose)"	"adults"	"25706537"	"2015"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=25706537"	"40"	"351"	"ZNF767"	"Influenza A virus (A/California/7/2009(H1N1))"	"Influenza A virus (A/Perth/16/2009(H3N2))"	"Influenza B virus (B/Brisbane/60/2008)"	"hipciof_gene_25706537_351.txt"	"hipciof_gene_complete_25706537_351.txt"
""	"20151203-hipciof_gene_25706537"	"2015.12.03"	"hipciof_gene_38"	"neutrophil"	"GPAT4"	"gene expression"	"down"	"none"	"1"	"Days"	"2011"	"2011–2012 trivalent inactivated vaccine (A/California/7/09 (H1N1), A/Perth /16/2009 (H3N2), B/Brisbane/60/2008)"	"VO_0004810"	""	"1d-0d"	"time of vaccination (first dose)"	"adults"	"25706537"	"2015"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=25706537"	"40"	"351"	"AGPAT6"	"Influenza A virus (A/California/7/2009(H1N1))"	"Influenza A virus (A/Perth/16/2009(H3N2))"	"Influenza B virus (B/Brisbane/60/2008)"	"hipciof_gene_25706537_351.txt"	"hipciof_gene_complete_25706537_351.txt"
""	"20151203-hipciof_gene_25706537"	"2015.12.03"	"hipciof_gene_38"	"neutrophil"	"OPLAH"	"gene expression"	"down"	"none"	"1"	"Days"	"2011"	"2011–2012 trivalent inactivated vaccine (A/California/7/09 (H1N1), A/Perth /16/2009 (H3N2), B/Brisbane/60/2008)"	"VO_0004810"	""	"1d-0d"	"time of vaccination (first dose)"	"adults"	"25706537"	"2015"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=25706537"	"40"	"351"	"OPLAH"	"Influenza A virus (A/California/7/2009(H1N1))"	"Influenza A virus (A/Perth/16/2009(H3N2))"	"Influenza B virus (B/Brisbane/60/2008)"	"hipciof_gene_25706537_351.txt"	"hipciof_gene_complete_25706537_351.txt"
""	"20151203-hipciof_gene_25706537"	"2015.12.03"	"hipciof_gene_38"	"neutrophil"	"SIGMAR1"	"gene expression"	"down"	"none"	"1"	"Days"	"2011"	"2011–2012 trivalent inactivated vaccine (A/California/7/09 (H1N1), A/Perth /16/2009 (H3N2), B/Brisbane/60/2008)"	"VO_0004810"	""	"1d-0d"	"time of vaccination (first dose)"	"adults"	"25706537"	"2015"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=25706537"	"40"	"351"	"SIGMAR1"	"Influenza A virus (A/California/7/2009(H1N1))"	"Influenza A virus (A/Perth/16/2009(H3N2))"	"Influenza B virus (B/Brisbane/60/2008)"	"hipciof_gene_25706537_351.txt"	"hipciof_gene_complete_25706537_351.txt"
""	"20151203-hipciof_gene_25706537"	"2015.12.03"	"hipciof_gene_38"	"neutrophil"	"AUH"	"gene expression"	"down"	"none"	"1"	"Days"	"2011"	"2011–2012 trivalent inactivated vaccine (A/California/7/09 (H1N1), A/Perth /16/2009 (H3N2), B/Brisbane/60/2008)"	"VO_0004810"	""	"1d-0d"	"time of vaccination (first dose)"	"adults"	"25706537"	"2015"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=25706537"	"40"	"351"	"AUH"	"Influenza A virus (A/California/7/2009(H1N1))"	"Influenza A virus (A/Perth/16/2009(H3N2))"	"Influenza B virus (B/Brisbane/60/2008)"	"hipciof_gene_25706537_351.txt"	"hipciof_gene_complete_25706537_351.txt"
""	"20151203-hipciof_gene_25706537"	"2015.12.03"	"hipciof_gene_38"	"neutrophil"	"C9orf16"	"gene expression"	"down"	"none"	"1"	"Days"	"2011"	"2011–2012 trivalent inactivated vaccine (A/California/7/09 (H1N1), A/Perth /16/2009 (H3N2), B/Brisbane/60/2008)"	"VO_0004810"	""	"1d-0d"	"time of vaccination (first dose)"	"adults"	"25706537"	"2015"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=25706537"	"40"	"351"	"C9orf16"	"Influenza A virus (A/California/7/2009(H1N1))"	"Influenza A virus (A/Perth/16/2009(H3N2))"	"Influenza B virus (B/Brisbane/60/2008)"	"hipciof_gene_25706537_351.txt"	"hipciof_gene_complete_25706537_351.txt"
""	"20151203-hipciof_gene_25706537"	"2015.12.03"	"hipciof_gene_38"	"neutrophil"	"DPP7"	"gene expression"	"down"	"none"	"1"	"Days"	"2011"	"2011–2012 trivalent inactivated vaccine (A/California/7/09 (H1N1), A/Perth /16/2009 (H3N2), B/Brisbane/60/2008)"	"VO_0004810"	""	"1d-0d"	"time of vaccination (first dose)"	"adults"	"25706537"	"2015"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=25706537"	"40"	"351"	"DPP7"	"Influenza A virus (A/California/7/2009(H1N1))"	"Influenza A virus (A/Perth/16/2009(H3N2))"	"Influenza B virus (B/Brisbane/60/2008)"	"hipciof_gene_25706537_351.txt"	"hipciof_gene_complete_25706537_351.txt"
""	"20151203-hipciof_gene_25706537"	"2015.12.03"	"hipciof_gene_38"	"neutrophil"	"BEND7"	"gene expression"	"down"	"none"	"1"	"Days"	"2011"	"2011–2012 trivalent inactivated vaccine (A/California/7/09 (H1N1), A/Perth /16/2009 (H3N2), B/Brisbane/60/2008)"	"VO_0004810"	""	"1d-0d"	"time of vaccination (first dose)"	"adults"	"25706537"	"2015"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=25706537"	"40"	"351"	"BEND7"	"Influenza A virus (A/California/7/2009(H1N1))"	"Influenza A virus (A/Perth/16/2009(H3N2))"	"Influenza B virus (B/Brisbane/60/2008)"	"hipciof_gene_25706537_351.txt"	"hipciof_gene_complete_25706537_351.txt"
""	"20151203-hipciof_gene_25706537"	"2015.12.03"	"hipciof_gene_38"	"neutrophil"	"RSU1"	"gene expression"	"down"	"none"	"1"	"Days"	"2011"	"2011–2012 trivalent inactivated vaccine (A/California/7/09 (H1N1), A/Perth /16/2009 (H3N2), B/Brisbane/60/2008)"	"VO_0004810"	""	"1d-0d"	"time of vaccination (first dose)"	"adults"	"25706537"	"2015"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=25706537"	"40"	"351"	"RSU1"	"Influenza A virus (A/California/7/2009(H1N1))"	"Influenza A virus (A/Perth/16/2009(H3N2))"	"Influenza B virus (B/Brisbane/60/2008)"	"hipciof_gene_25706537_351.txt"	"hipciof_gene_complete_25706537_351.txt"
""	"20151203-hipciof_gene_25706537"	"2015.12.03"	"hipciof_gene_38"	"neutrophil"	"ADK"	"gene expression"	"down"	"none"	"1"	"Days"	"2011"	"2011–2012 trivalent inactivated vaccine (A/California/7/09 (H1N1), A/Perth /16/2009 (H3N2), B/Brisbane/60/2008)"	"VO_0004810"	""	"1d-0d"	"time of vaccination (first dose)"	"adults"	"25706537"	"2015"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=25706537"	"40"	"351"	"ADK"	"Influenza A virus (A/California/7/2009(H1N1))"	"Influenza A virus (A/Perth/16/2009(H3N2))"	"Influenza B virus (B/Brisbane/60/2008)"	"hipciof_gene_25706537_351.txt"	"hipciof_gene_complete_25706537_351.txt"
""	"20151203-hipciof_gene_25706537"	"2015.12.03"	"hipciof_gene_38"	"neutrophil"	"CTSD"	"gene expression"	"down"	"none"	"1"	"Days"	"2011"	"2011–2012 trivalent inactivated vaccine (A/California/7/09 (H1N1), A/Perth /16/2009 (H3N2), B/Brisbane/60/2008)"	"VO_0004810"	""	"1d-0d"	"time of vaccination (first dose)"	"adults"	"25706537"	"2015"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=25706537"	"40"	"351"	"CTSD"	"Influenza A virus (A/California/7/2009(H1N1))"	"Influenza A virus (A/Perth/16/2009(H3N2))"	"Influenza B virus (B/Brisbane/60/2008)"	"hipciof_gene_25706537_351.txt"	"hipciof_gene_complete_25706537_351.txt"
""	"20151203-hipciof_gene_25706537"	"2015.12.03"	"hipciof_gene_38"	"neutrophil"	"TCN1"	"gene expression"	"down"	"none"	"1"	"Days"	"2011"	"2011–2012 trivalent inactivated vaccine (A/California/7/09 (H1N1), A/Perth /16/2009 (H3N2), B/Brisbane/60/2008)"	"VO_0004810"	""	"1d-0d"	"time of vaccination (first dose)"	"adults"	"25706537"	"2015"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=25706537"	"40"	"351"	"TCN1"	"Influenza A virus (A/California/7/2009(H1N1))"	"Influenza A virus (A/Perth/16/2009(H3N2))"	"Influenza B virus (B/Brisbane/60/2008)"	"hipciof_gene_25706537_351.txt"	"hipciof_gene_complete_25706537_351.txt"
""	"20151203-hipciof_gene_25706537"	"2015.12.03"	"hipciof_gene_38"	"neutrophil"	"NAA40"	"gene expression"	"down"	"none"	"1"	"Days"	"2011"	"2011–2012 trivalent inactivated vaccine (A/California/7/09 (H1N1), A/Perth /16/2009 (H3N2), B/Brisbane/60/2008)"	"VO_0004810"	""	"1d-0d"	"time of vaccination (first dose)"	"adults"	"25706537"	"2015"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=25706537"	"40"	"351"	"NAA40"	"Influenza A virus (A/California/7/2009(H1N1))"	"Influenza A virus (A/Perth/16/2009(H3N2))"	"Influenza B virus (B/Brisbane/60/2008)"	"hipciof_gene_25706537_351.txt"	"hipciof_gene_complete_25706537_351.txt"
""	"20151203-hipciof_gene_25706537"	"2015.12.03"	"hipciof_gene_38"	"neutrophil"	"PLCB3"	"gene expression"	"down"	"none"	"1"	"Days"	"2011"	"2011–2012 trivalent inactivated vaccine (A/California/7/09 (H1N1), A/Perth /16/2009 (H3N2), B/Brisbane/60/2008)"	"VO_0004810"	""	"1d-0d"	"time of vaccination (first dose)"	"adults"	"25706537"	"2015"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=25706537"	"40"	"351"	"PLCB3"	"Influenza A virus (A/California/7/2009(H1N1))"	"Influenza A virus (A/Perth/16/2009(H3N2))"	"Influenza B virus (B/Brisbane/60/2008)"	"hipciof_gene_25706537_351.txt"	"hipciof_gene_complete_25706537_351.txt"
