""	"submission_name"	"submission_date"	"template_name"	"tissue_type"	"response_component"	"response_behavior_type"	"response_behavior"	"subgroup"	"time_point"	"time_point_units"	"baseline_time"	"comparison"	"vaccine_year"	"exposure_material_text"	"exposure_material"	"additional_exposure_material"	"cohort"	"publication_reference"	"publication_year"	"signature_source"	"comments"	"is_model"	"publication_reference_url"	"age_group"	"age_min"	"age_max"	"age_units"	"subm_obs_id"	"uniq_obs_id"	"response_component_original"	"target_pathogen_1"	"target_pathogen_2"	"target_pathogen_3"	"signature_file"	"complete_signature_file"
""	"hipc_gene_25596819_6"	"2015.01"	"hipc_gene_25596819_6"	"peripheral blood mononuclear cell"	"SLC43A3"	"gene expression"	"up"	"nonresponder, 2011-12 season"	"7"	"Days"	"time of vaccination (first dose)"	"7d-0d"	"2011"	"Inactivated influenza vaccine"	"VO_0004810"	""	"young adults (21-30)"	"25596819"	"2015"	""	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=25596819"	"adults"	"21"	"30"	"years"	"6"	"269"	"SLC43A3"	"influenza A virus (A/California/7/2009(H1N1))"	"influenza A virus (A/Perth/16/2009(H3N2))"	"influenza B virus (B/Brisbane/60/2008)"	"hipc_gene_sig_25596819_6.txt"	"hipc_gene_sig_complete_25596819_6.txt"
""	"hipc_gene_25596819_6"	"2015.01"	"hipc_gene_25596819_6"	"peripheral blood mononuclear cell"	"SLMAP"	"gene expression"	"up"	"nonresponder, 2011-12 season"	"7"	"Days"	"time of vaccination (first dose)"	"7d-0d"	"2011"	"Inactivated influenza vaccine"	"VO_0004810"	""	"young adults (21-30)"	"25596819"	"2015"	""	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=25596819"	"adults"	"21"	"30"	"years"	"6"	"269"	"SLMAP"	"influenza A virus (A/California/7/2009(H1N1))"	"influenza A virus (A/Perth/16/2009(H3N2))"	"influenza B virus (B/Brisbane/60/2008)"	"hipc_gene_sig_25596819_6.txt"	"hipc_gene_sig_complete_25596819_6.txt"
""	"hipc_gene_25596819_6"	"2015.01"	"hipc_gene_25596819_6"	"peripheral blood mononuclear cell"	"SRPRB"	"gene expression"	"up"	"nonresponder, 2011-12 season"	"7"	"Days"	"time of vaccination (first dose)"	"7d-0d"	"2011"	"Inactivated influenza vaccine"	"VO_0004810"	""	"young adults (21-30)"	"25596819"	"2015"	""	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=25596819"	"adults"	"21"	"30"	"years"	"6"	"269"	"SRPRB"	"influenza A virus (A/California/7/2009(H1N1))"	"influenza A virus (A/Perth/16/2009(H3N2))"	"influenza B virus (B/Brisbane/60/2008)"	"hipc_gene_sig_25596819_6.txt"	"hipc_gene_sig_complete_25596819_6.txt"
""	"hipc_gene_25596819_6"	"2015.01"	"hipc_gene_25596819_6"	"peripheral blood mononuclear cell"	"STAT5A"	"gene expression"	"up"	"nonresponder, 2011-12 season"	"7"	"Days"	"time of vaccination (first dose)"	"7d-0d"	"2011"	"Inactivated influenza vaccine"	"VO_0004810"	""	"young adults (21-30)"	"25596819"	"2015"	""	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=25596819"	"adults"	"21"	"30"	"years"	"6"	"269"	"STAT5A"	"influenza A virus (A/California/7/2009(H1N1))"	"influenza A virus (A/Perth/16/2009(H3N2))"	"influenza B virus (B/Brisbane/60/2008)"	"hipc_gene_sig_25596819_6.txt"	"hipc_gene_sig_complete_25596819_6.txt"
""	"hipc_gene_25596819_6"	"2015.01"	"hipc_gene_25596819_6"	"peripheral blood mononuclear cell"	"TDG"	"gene expression"	"up"	"nonresponder, 2011-12 season"	"7"	"Days"	"time of vaccination (first dose)"	"7d-0d"	"2011"	"Inactivated influenza vaccine"	"VO_0004810"	""	"young adults (21-30)"	"25596819"	"2015"	""	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=25596819"	"adults"	"21"	"30"	"years"	"6"	"269"	"TDG"	"influenza A virus (A/California/7/2009(H1N1))"	"influenza A virus (A/Perth/16/2009(H3N2))"	"influenza B virus (B/Brisbane/60/2008)"	"hipc_gene_sig_25596819_6.txt"	"hipc_gene_sig_complete_25596819_6.txt"
""	"hipc_gene_25596819_6"	"2015.01"	"hipc_gene_25596819_6"	"peripheral blood mononuclear cell"	"TOP2B"	"gene expression"	"up"	"nonresponder, 2011-12 season"	"7"	"Days"	"time of vaccination (first dose)"	"7d-0d"	"2011"	"Inactivated influenza vaccine"	"VO_0004810"	""	"young adults (21-30)"	"25596819"	"2015"	""	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=25596819"	"adults"	"21"	"30"	"years"	"6"	"269"	"TOP2B"	"influenza A virus (A/California/7/2009(H1N1))"	"influenza A virus (A/Perth/16/2009(H3N2))"	"influenza B virus (B/Brisbane/60/2008)"	"hipc_gene_sig_25596819_6.txt"	"hipc_gene_sig_complete_25596819_6.txt"
""	"hipc_gene_25596819_6"	"2015.01"	"hipc_gene_25596819_6"	"peripheral blood mononuclear cell"	"TRAK2"	"gene expression"	"up"	"nonresponder, 2011-12 season"	"7"	"Days"	"time of vaccination (first dose)"	"7d-0d"	"2011"	"Inactivated influenza vaccine"	"VO_0004810"	""	"young adults (21-30)"	"25596819"	"2015"	""	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=25596819"	"adults"	"21"	"30"	"years"	"6"	"269"	"TRAK2"	"influenza A virus (A/California/7/2009(H1N1))"	"influenza A virus (A/Perth/16/2009(H3N2))"	"influenza B virus (B/Brisbane/60/2008)"	"hipc_gene_sig_25596819_6.txt"	"hipc_gene_sig_complete_25596819_6.txt"
""	"hipc_gene_25596819_6"	"2015.01"	"hipc_gene_25596819_6"	"peripheral blood mononuclear cell"	"TXNDC9"	"gene expression"	"up"	"nonresponder, 2011-12 season"	"7"	"Days"	"time of vaccination (first dose)"	"7d-0d"	"2011"	"Inactivated influenza vaccine"	"VO_0004810"	""	"young adults (21-30)"	"25596819"	"2015"	""	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=25596819"	"adults"	"21"	"30"	"years"	"6"	"269"	"TXNDC9"	"influenza A virus (A/California/7/2009(H1N1))"	"influenza A virus (A/Perth/16/2009(H3N2))"	"influenza B virus (B/Brisbane/60/2008)"	"hipc_gene_sig_25596819_6.txt"	"hipc_gene_sig_complete_25596819_6.txt"
""	"hipc_gene_25596819_6"	"2015.01"	"hipc_gene_25596819_6"	"peripheral blood mononuclear cell"	"UPF2"	"gene expression"	"up"	"nonresponder, 2011-12 season"	"7"	"Days"	"time of vaccination (first dose)"	"7d-0d"	"2011"	"Inactivated influenza vaccine"	"VO_0004810"	""	"young adults (21-30)"	"25596819"	"2015"	""	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=25596819"	"adults"	"21"	"30"	"years"	"6"	"269"	"UPF2"	"influenza A virus (A/California/7/2009(H1N1))"	"influenza A virus (A/Perth/16/2009(H3N2))"	"influenza B virus (B/Brisbane/60/2008)"	"hipc_gene_sig_25596819_6.txt"	"hipc_gene_sig_complete_25596819_6.txt"
""	"hipc_gene_25596819_6"	"2015.01"	"hipc_gene_25596819_6"	"peripheral blood mononuclear cell"	"USP38"	"gene expression"	"up"	"nonresponder, 2011-12 season"	"7"	"Days"	"time of vaccination (first dose)"	"7d-0d"	"2011"	"Inactivated influenza vaccine"	"VO_0004810"	""	"young adults (21-30)"	"25596819"	"2015"	""	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=25596819"	"adults"	"21"	"30"	"years"	"6"	"269"	"USP38"	"influenza A virus (A/California/7/2009(H1N1))"	"influenza A virus (A/Perth/16/2009(H3N2))"	"influenza B virus (B/Brisbane/60/2008)"	"hipc_gene_sig_25596819_6.txt"	"hipc_gene_sig_complete_25596819_6.txt"
""	"hipc_gene_25596819_6"	"2015.01"	"hipc_gene_25596819_6"	"peripheral blood mononuclear cell"	"VPS41"	"gene expression"	"up"	"nonresponder, 2011-12 season"	"7"	"Days"	"time of vaccination (first dose)"	"7d-0d"	"2011"	"Inactivated influenza vaccine"	"VO_0004810"	""	"young adults (21-30)"	"25596819"	"2015"	""	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=25596819"	"adults"	"21"	"30"	"years"	"6"	"269"	"VPS41"	"influenza A virus (A/California/7/2009(H1N1))"	"influenza A virus (A/Perth/16/2009(H3N2))"	"influenza B virus (B/Brisbane/60/2008)"	"hipc_gene_sig_25596819_6.txt"	"hipc_gene_sig_complete_25596819_6.txt"
""	"hipc_gene_25596819_6"	"2015.01"	"hipc_gene_25596819_6"	"peripheral blood mononuclear cell"	"WDFY1"	"gene expression"	"up"	"nonresponder, 2011-12 season"	"7"	"Days"	"time of vaccination (first dose)"	"7d-0d"	"2011"	"Inactivated influenza vaccine"	"VO_0004810"	""	"young adults (21-30)"	"25596819"	"2015"	""	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=25596819"	"adults"	"21"	"30"	"years"	"6"	"269"	"WDFY1"	"influenza A virus (A/California/7/2009(H1N1))"	"influenza A virus (A/Perth/16/2009(H3N2))"	"influenza B virus (B/Brisbane/60/2008)"	"hipc_gene_sig_25596819_6.txt"	"hipc_gene_sig_complete_25596819_6.txt"
""	"hipc_gene_25596819_6"	"2015.01"	"hipc_gene_25596819_6"	"peripheral blood mononuclear cell"	"XRN1"	"gene expression"	"up"	"nonresponder, 2011-12 season"	"7"	"Days"	"time of vaccination (first dose)"	"7d-0d"	"2011"	"Inactivated influenza vaccine"	"VO_0004810"	""	"young adults (21-30)"	"25596819"	"2015"	""	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=25596819"	"adults"	"21"	"30"	"years"	"6"	"269"	"XRN1"	"influenza A virus (A/California/7/2009(H1N1))"	"influenza A virus (A/Perth/16/2009(H3N2))"	"influenza B virus (B/Brisbane/60/2008)"	"hipc_gene_sig_25596819_6.txt"	"hipc_gene_sig_complete_25596819_6.txt"
""	"hipc_gene_25596819_6"	"2015.01"	"hipc_gene_25596819_6"	"peripheral blood mononuclear cell"	"YTHDF3"	"gene expression"	"up"	"nonresponder, 2011-12 season"	"7"	"Days"	"time of vaccination (first dose)"	"7d-0d"	"2011"	"Inactivated influenza vaccine"	"VO_0004810"	""	"young adults (21-30)"	"25596819"	"2015"	""	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=25596819"	"adults"	"21"	"30"	"years"	"6"	"269"	"YTHDF3"	"influenza A virus (A/California/7/2009(H1N1))"	"influenza A virus (A/Perth/16/2009(H3N2))"	"influenza B virus (B/Brisbane/60/2008)"	"hipc_gene_sig_25596819_6.txt"	"hipc_gene_sig_complete_25596819_6.txt"
""	"hipc_gene_25596819_6"	"2015.01"	"hipc_gene_25596819_6"	"peripheral blood mononuclear cell"	"ZBTB33"	"gene expression"	"up"	"nonresponder, 2011-12 season"	"7"	"Days"	"time of vaccination (first dose)"	"7d-0d"	"2011"	"Inactivated influenza vaccine"	"VO_0004810"	""	"young adults (21-30)"	"25596819"	"2015"	""	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=25596819"	"adults"	"21"	"30"	"years"	"6"	"269"	"ZBTB33"	"influenza A virus (A/California/7/2009(H1N1))"	"influenza A virus (A/Perth/16/2009(H3N2))"	"influenza B virus (B/Brisbane/60/2008)"	"hipc_gene_sig_25596819_6.txt"	"hipc_gene_sig_complete_25596819_6.txt"
""	"hipc_gene_25596819_6"	"2015.01"	"hipc_gene_25596819_6"	"peripheral blood mononuclear cell"	"ZNF146"	"gene expression"	"up"	"nonresponder, 2011-12 season"	"7"	"Days"	"time of vaccination (first dose)"	"7d-0d"	"2011"	"Inactivated influenza vaccine"	"VO_0004810"	""	"young adults (21-30)"	"25596819"	"2015"	""	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=25596819"	"adults"	"21"	"30"	"years"	"6"	"269"	"ZNF146"	"influenza A virus (A/California/7/2009(H1N1))"	"influenza A virus (A/Perth/16/2009(H3N2))"	"influenza B virus (B/Brisbane/60/2008)"	"hipc_gene_sig_25596819_6.txt"	"hipc_gene_sig_complete_25596819_6.txt"
""	"hipc_gene_25596819_6"	"2015.01"	"hipc_gene_25596819_6"	"peripheral blood mononuclear cell"	"ZNF263"	"gene expression"	"up"	"nonresponder, 2011-12 season"	"7"	"Days"	"time of vaccination (first dose)"	"7d-0d"	"2011"	"Inactivated influenza vaccine"	"VO_0004810"	""	"young adults (21-30)"	"25596819"	"2015"	""	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=25596819"	"adults"	"21"	"30"	"years"	"6"	"269"	"ZNF263"	"influenza A virus (A/California/7/2009(H1N1))"	"influenza A virus (A/Perth/16/2009(H3N2))"	"influenza B virus (B/Brisbane/60/2008)"	"hipc_gene_sig_25596819_6.txt"	"hipc_gene_sig_complete_25596819_6.txt"
""	"hipc_gene_25596819_6"	"2015.01"	"hipc_gene_25596819_6"	"peripheral blood mononuclear cell"	"ZNF322"	"gene expression"	"up"	"nonresponder, 2011-12 season"	"7"	"Days"	"time of vaccination (first dose)"	"7d-0d"	"2011"	"Inactivated influenza vaccine"	"VO_0004810"	""	"young adults (21-30)"	"25596819"	"2015"	""	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=25596819"	"adults"	"21"	"30"	"years"	"6"	"269"	"ZNF322A"	"influenza A virus (A/California/7/2009(H1N1))"	"influenza A virus (A/Perth/16/2009(H3N2))"	"influenza B virus (B/Brisbane/60/2008)"	"hipc_gene_sig_25596819_6.txt"	"hipc_gene_sig_complete_25596819_6.txt"
""	"hipc_gene_25596819_6"	"2015.01"	"hipc_gene_25596819_6"	"peripheral blood mononuclear cell"	"ZNF451"	"gene expression"	"up"	"nonresponder, 2011-12 season"	"7"	"Days"	"time of vaccination (first dose)"	"7d-0d"	"2011"	"Inactivated influenza vaccine"	"VO_0004810"	""	"young adults (21-30)"	"25596819"	"2015"	""	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=25596819"	"adults"	"21"	"30"	"years"	"6"	"269"	"ZNF451"	"influenza A virus (A/California/7/2009(H1N1))"	"influenza A virus (A/Perth/16/2009(H3N2))"	"influenza B virus (B/Brisbane/60/2008)"	"hipc_gene_sig_25596819_6.txt"	"hipc_gene_sig_complete_25596819_6.txt"
""	"hipc_gene_25596819_6"	"2015.01"	"hipc_gene_25596819_6"	"peripheral blood mononuclear cell"	"ZNF480"	"gene expression"	"up"	"nonresponder, 2011-12 season"	"7"	"Days"	"time of vaccination (first dose)"	"7d-0d"	"2011"	"Inactivated influenza vaccine"	"VO_0004810"	""	"young adults (21-30)"	"25596819"	"2015"	""	""	""	"https://www.ncbi.nlm.nih.gov/pubmed/?term=25596819"	"adults"	"21"	"30"	"years"	"6"	"269"	"ZNF480"	"influenza A virus (A/California/7/2009(H1N1))"	"influenza A virus (A/Perth/16/2009(H3N2))"	"influenza B virus (B/Brisbane/60/2008)"	"hipc_gene_sig_25596819_6.txt"	"hipc_gene_sig_complete_25596819_6.txt"
